Frame;Hour;Date;NHnode;NHLat;NHLong;InnerNHnode;InnerLat;InnerLong;Susceptible;Infected;Removed;Vaccinated;dS;dI;dR;dV;Total;Locals;Outsiders;
28;4;0;Belém Novo;-51.1761378741623;-30.2086566357334;school;-51.17585834321412;-30.203027722158186;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Belém Novo;-51.1761378741623;-30.2086566357334;marketplace;-51.16957391771716;-30.208944507041537;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Belém Novo;-51.1761378741623;-30.2086566357334;pharmacy;-51.1825822215503;-30.208627143758726;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Belém Novo;-51.1761378741623;-30.2086566357334;gas_station;-51.18223680934471;-30.208144005980504;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Belém Velho;-51.1770457873857;-30.1152236129312;home;-51.176777889329855;-30.11319881323629;10831;0;0;4;0;0;0;0;10835;10835;0;
28;4;0;Belém Velho;-51.1770457873857;-30.1152236129312;work;-51.17992912997663;-30.111631574137036;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Belém Velho;-51.1770457873857;-30.1152236129312;school;-51.17535435645115;-30.11637426223004;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Belém Velho;-51.1770457873857;-30.1152236129312;marketplace;-51.17643420699048;-30.117862405705935;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Belém Velho;-51.1770457873857;-30.1152236129312;pharmacy;-51.18077176413311;-30.110618495408627;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Belém Velho;-51.1770457873857;-30.1152236129312;gas_station;-51.177560924171736;-30.119823332715228;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Boa Vista;-51.1745726986059;-30.0225461039166;home;-51.173949103092966;-30.024091507813655;10048;0;0;5;0;0;0;0;10053;10053;0;
28;4;0;Boa Vista;-51.1745726986059;-30.0225461039166;work;-51.17382284179292;-30.02465579510279;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Boa Vista;-51.1745726986059;-30.0225461039166;school;-51.174792640999634;-30.017875057527085;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Boa Vista;-51.1745726986059;-30.0225461039166;marketplace;-51.17444220438437;-30.024115333357678;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Boa Vista;-51.1745726986059;-30.0225461039166;pharmacy;-51.16959161327778;-30.021890599987934;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Boa Vista;-51.1745726986059;-30.0225461039166;gas_station;-51.171176929759895;-30.021697167282934;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Boa Vista do Sul;-51.1285309151451;-30.2139803381475;home;-51.1260751772637;-30.21930047282567;2306;0;0;3;0;0;0;0;2309;2309;0;
28;4;0;Boa Vista do Sul;-51.1285309151451;-30.2139803381475;work;-51.124486433432445;-30.213250882782166;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Boa Vista do Sul;-51.1285309151451;-30.2139803381475;school;-51.131311881100885;-30.21342579143766;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Boa Vista do Sul;-51.1285309151451;-30.2139803381475;marketplace;-51.127080507700605;-30.21960503753909;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Boa Vista do Sul;-51.1285309151451;-30.2139803381475;pharmacy;-51.1306301919925;-30.214263480868205;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Boa Vista do Sul;-51.1285309151451;-30.2139803381475;gas_station;-51.13228100587892;-30.212039184444336;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Bom Fim;-51.2104807594223;-30.0330589939714;home;-51.21027290076796;-30.029057920751804;11590;0;0;3;0;0;0;0;11593;11593;0;
28;4;0;Bom Fim;-51.2104807594223;-30.0330589939714;work;-51.21276200021771;-30.036056157663293;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Bom Fim;-51.2104807594223;-30.0330589939714;school;-51.21669740274689;-30.030630135298697;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Bom Fim;-51.2104807594223;-30.0330589939714;marketplace;-51.209771535969026;-30.030854098655166;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Bom Fim;-51.2104807594223;-30.0330589939714;pharmacy;-51.215606887797684;-30.034790499164927;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Bom Fim;-51.2104807594223;-30.0330589939714;gas_station;-51.207489929328375;-30.037260749200946;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Bom Jesus;-51.1577957990433;-30.0449931482782;home;-51.162081378401986;-30.0424780644365;28672;0;0;3;0;0;0;0;28675;28675;0;
28;4;0;Bom Jesus;-51.1577957990433;-30.0449931482782;work;-51.15965960285853;-30.04563577522522;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Bom Jesus;-51.1577957990433;-30.0449931482782;school;-51.15328633252907;-30.04833868375349;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Bom Jesus;-51.1577957990433;-30.0449931482782;marketplace;-51.16133169251783;-30.040748677488597;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Bom Jesus;-51.1577957990433;-30.0449931482782;pharmacy;-51.15537503591389;-30.045462805202156;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Bom Jesus;-51.1577957990433;-30.0449931482782;gas_station;-51.15417462455775;-30.044435084352045;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Camaquã;-51.2376726676268;-30.1043845491444;home;-51.23663933426426;-30.099233585617625;17935;0;0;3;0;0;0;0;17938;17938;0;
28;4;0;Camaquã;-51.2376726676268;-30.1043845491444;work;-51.231946527804425;-30.103916390225255;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Camaquã;-51.2376726676268;-30.1043845491444;school;-51.23567766024225;-30.10271546303732;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Camaquã;-51.2376726676268;-30.1043845491444;marketplace;-51.23837651634854;-30.102169611394526;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Camaquã;-51.2376726676268;-30.1043845491444;pharmacy;-51.23793442713434;-30.110288612439724;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Camaquã;-51.2376726676268;-30.1043845491444;gas_station;-51.2367757342344;-30.106635938206367;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Campo Novo;-51.1950480912986;-30.1379242117638;home;-51.19361620297131;-30.136805425900057;8762;0;0;4;0;0;0;0;8766;8766;0;
28;4;0;Campo Novo;-51.1950480912986;-30.1379242117638;work;-51.20135762779256;-30.139270050540638;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Campo Novo;-51.1950480912986;-30.1379242117638;school;-51.192752132804735;-30.14165414951748;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Campo Novo;-51.1950480912986;-30.1379242117638;marketplace;-51.192740843277846;-30.14339936883398;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Campo Novo;-51.1950480912986;-30.1379242117638;pharmacy;-51.20194673762652;-30.138598453658098;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Campo Novo;-51.1950480912986;-30.1379242117638;gas_station;-51.192358313336086;-30.140574252111414;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cascata;-51.1806328801207;-30.0915442976803;home;-51.18361582939509;-30.091443611448856;13012;0;0;1;0;0;0;0;13013;13013;0;
28;4;0;Cascata;-51.1806328801207;-30.0915442976803;work;-51.17584134183965;-30.091764418871637;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cascata;-51.1806328801207;-30.0915442976803;school;-51.18687101524368;-30.09384753419172;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cascata;-51.1806328801207;-30.0915442976803;marketplace;-51.17713116555792;-30.090455881408726;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cascata;-51.1806328801207;-30.0915442976803;pharmacy;-51.18185441592219;-30.089679507743764;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cascata;-51.1806328801207;-30.0915442976803;gas_station;-51.1814932882708;-30.093935480319328;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cavalhada;-51.2286910107397;-30.1012402995036;home;-51.22928481316623;-30.099500872660993;29295;0;0;4;0;0;0;0;29299;29299;0;
28;4;0;Cavalhada;-51.2286910107397;-30.1012402995036;work;-51.230494430622876;-30.103143143111012;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cavalhada;-51.2286910107397;-30.1012402995036;school;-51.234104205238545;-30.09925202705996;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cavalhada;-51.2286910107397;-30.1012402995036;marketplace;-51.23028157598415;-30.10048706989086;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cavalhada;-51.2286910107397;-30.1012402995036;pharmacy;-51.231647013022865;-30.10108593514847;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cavalhada;-51.2286910107397;-30.1012402995036;gas_station;-51.22469326510787;-30.101530908217292;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cavalhada;-51.2286910107397;-30.1012402995036;shopping_mall;-51.232190297756745;-30.1026751014441;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Centro;-51.2278480810808;-30.031004727877;home;-51.22573888926487;-30.025919944344786;39145;1;0;8;0;0;1;0;39154;39154;0;
28;4;0;Centro;-51.2278480810808;-30.031004727877;work;-51.223456560939944;-30.03497273723355;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Centro;-51.2278480810808;-30.031004727877;school;-51.23382799990554;-30.02763469245609;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Centro;-51.2278480810808;-30.031004727877;marketplace;-51.22545493138686;-30.026789600469197;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Centro;-51.2278480810808;-30.031004727877;pharmacy;-51.23085669901263;-30.03423494821789;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Centro;-51.2278480810808;-30.031004727877;gas_station;-51.231140508304556;-30.031111628619463;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Centro;-51.2278480810808;-30.031004727877;hospital;-51.22755400533338;-30.036119102854112;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Centro;-51.2278480810808;-30.031004727877;shopping_mall;-51.22649754843267;-30.02663691646072;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Chácara das Pedras;-51.163276698502;-30.0357931271579;home;-51.16531236487873;-30.030772609017305;6668;0;0;0;0;0;0;0;6668;6668;0;
28;4;0;Chácara das Pedras;-51.163276698502;-30.0357931271579;work;-51.16259282117567;-30.033539827183333;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Chácara das Pedras;-51.163276698502;-30.0357931271579;school;-51.16387248984375;-30.03348049534181;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Chácara das Pedras;-51.163276698502;-30.0357931271579;marketplace;-51.160160961516794;-30.03660303250488;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Chácara das Pedras;-51.163276698502;-30.0357931271579;pharmacy;-51.16519718132929;-30.03018963930953;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Chácara das Pedras;-51.163276698502;-30.0357931271579;gas_station;-51.157128840665685;-30.03716147911434;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Chapéu do Sol;-51.1629759174341;-30.1783214415483;home;-51.165701705864905;-30.179542586039645;2909;0;0;4;0;0;0;0;2913;2913;0;
28;4;0;Chapéu do Sol;-51.1629759174341;-30.1783214415483;work;-51.16194354912722;-30.180947978759303;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Chapéu do Sol;-51.1629759174341;-30.1783214415483;school;-51.15887564959664;-30.17754765383075;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Chapéu do Sol;-51.1629759174341;-30.1783214415483;marketplace;-51.16118176499117;-30.176760588513115;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Chapéu do Sol;-51.1629759174341;-30.1783214415483;pharmacy;-51.16378719972101;-30.183149854390408;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Chapéu do Sol;-51.1629759174341;-30.1783214415483;gas_station;-51.16631416783893;-30.178615233615457;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cidade Baixa;-51.2224525885919;-30.0404993243547;home;-51.226023552494695;-30.038740846547725;15373;0;0;6;0;0;0;0;15379;15379;0;
28;4;0;Cidade Baixa;-51.2224525885919;-30.0404993243547;work;-51.223445898017;-30.03879481813457;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cidade Baixa;-51.2224525885919;-30.0404993243547;school;-51.2255165575819;-30.04217434853206;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cidade Baixa;-51.2224525885919;-30.0404993243547;marketplace;-51.22453951264464;-30.042728098609064;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cidade Baixa;-51.2224525885919;-30.0404993243547;pharmacy;-51.22693152231048;-30.04418989088722;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cidade Baixa;-51.2224525885919;-30.0404993243547;gas_station;-51.227616412325006;-30.04083435463694;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Coronel Aparício Borges;-51.185133456099;-30.0702984413031;home;-51.191538344834626;-30.069863936073915;19301;0;0;2;0;0;0;0;19303;19303;0;
28;4;0;Coronel Aparício Borges;-51.185133456099;-30.0702984413031;work;-51.18326347102038;-30.07312456176832;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Coronel Aparício Borges;-51.185133456099;-30.0702984413031;school;-51.18007936620541;-30.069266144270124;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Coronel Aparício Borges;-51.185133456099;-30.0702984413031;marketplace;-51.18028154964918;-30.06898281520154;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Coronel Aparício Borges;-51.185133456099;-30.0702984413031;pharmacy;-51.18290033183688;-30.074790610863232;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Coronel Aparício Borges;-51.185133456099;-30.0702984413031;gas_station;-51.18370709602393;-30.067965160061572;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Costa e Silva;-51.1182597986804;-30.0093278582727;home;-51.12177123082798;-30.004952650094058;15839;0;0;3;0;0;0;0;15842;15842;0;
28;4;0;Costa e Silva;-51.1182597986804;-30.0093278582727;work;-51.120059658939915;-30.00543398043305;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Costa e Silva;-51.1182597986804;-30.0093278582727;school;-51.11485132216024;-30.012893666350156;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Costa e Silva;-51.1182597986804;-30.0093278582727;marketplace;-51.12257299860229;-30.012223804568865;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Costa e Silva;-51.1182597986804;-30.0093278582727;pharmacy;-51.11848048688308;-30.006798954490694;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Costa e Silva;-51.1182597986804;-30.0093278582727;gas_station;-51.11142688771384;-30.007867660653705;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cristal;-51.2397892751413;-30.0847512289742;home;-51.242084876425444;-30.086516735242338;31941;0;0;5;0;0;0;0;31946;31946;0;
28;4;0;Cristal;-51.2397892751413;-30.0847512289742;work;-51.234097955453656;-30.08449722096103;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cristal;-51.2397892751413;-30.0847512289742;school;-51.23819394815144;-30.0871636119066;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cristal;-51.2397892751413;-30.0847512289742;marketplace;-51.242209410206634;-30.08320729620658;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cristal;-51.2397892751413;-30.0847512289742;pharmacy;-51.24347796884365;-30.083436060790206;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cristal;-51.2397892751413;-30.0847512289742;gas_station;-51.240131586503324;-30.089811149117637;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cristo Redentor;-51.158022313181;-30.0104082772241;home;-51.15164442653956;-30.00943911310153;16448;0;0;7;0;0;0;0;16455;16455;0;
28;4;0;Cristo Redentor;-51.158022313181;-30.0104082772241;work;-51.15556415707478;-30.006480212185505;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cristo Redentor;-51.158022313181;-30.0104082772241;school;-51.16508495632879;-30.011278944484317;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cristo Redentor;-51.158022313181;-30.0104082772241;marketplace;-51.15444336757364;-30.010216692836057;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cristo Redentor;-51.158022313181;-30.0104082772241;pharmacy;-51.159416026946744;-30.00686061243918;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cristo Redentor;-51.158022313181;-30.0104082772241;gas_station;-51.16180542374546;-30.005284713750918;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cristo Redentor;-51.158022313181;-30.0104082772241;hospital;-51.154170491421326;-30.01201057946065;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Cristo Redentor;-51.158022313181;-30.0104082772241;shopping_mall;-51.15622223264673;-30.008368381183043;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Espírito Santo;-51.2173615905172;-30.149301452718;home;-51.21654406363963;-30.15445489543429;5602;0;0;4;0;0;0;0;5606;5606;0;
28;4;0;Espírito Santo;-51.2173615905172;-30.149301452718;work;-51.21375847335317;-30.14983250556701;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Espírito Santo;-51.2173615905172;-30.149301452718;school;-51.21326659008386;-30.153049407525977;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Espírito Santo;-51.2173615905172;-30.149301452718;marketplace;-51.21728841775577;-30.152306742684114;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Espírito Santo;-51.2173615905172;-30.149301452718;pharmacy;-51.22119493387007;-30.15325008196855;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Espírito Santo;-51.2173615905172;-30.149301452718;gas_station;-51.21777136599307;-30.146497959207124;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Extrema;-51.0626153011275;-30.2109093767902;home;-51.059174017512504;-30.208680915882578;1977;0;0;4;0;0;0;0;1981;1981;0;
28;4;0;Extrema;-51.0626153011275;-30.2109093767902;work;-51.064136963138814;-30.214824278409974;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Extrema;-51.0626153011275;-30.2109093767902;school;-51.060926417813775;-30.207014287810306;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Extrema;-51.0626153011275;-30.2109093767902;marketplace;-51.05895019587739;-30.214113036051316;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Extrema;-51.0626153011275;-30.2109093767902;pharmacy;-51.0657266474213;-30.209818602032612;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Extrema;-51.0626153011275;-30.2109093767902;gas_station;-51.05811212375235;-30.211929059442912;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Farrapos;-51.1974023529904;-29.9850699991564;home;-51.19582047934657;-29.979545569702047;18983;0;0;3;0;0;0;0;18986;18986;0;
28;4;0;Farrapos;-51.1974023529904;-29.9850699991564;work;-51.19773694966419;-29.978907497975907;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Farrapos;-51.1974023529904;-29.9850699991564;school;-51.195535380480955;-29.983197836028047;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Farrapos;-51.1974023529904;-29.9850699991564;marketplace;-51.200845380709964;-29.98501601138621;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Farrapos;-51.1974023529904;-29.9850699991564;pharmacy;-51.195666319912455;-29.98782182816998;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Farrapos;-51.1974023529904;-29.9850699991564;gas_station;-51.20178122110835;-29.985025563184777;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Farrapos;-51.1974023529904;-29.9850699991564;stadium;-51.195072783063;-29.985994520241654;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Farroupilha;-51.2136185372287;-30.038368061923;home;-51.21745670442061;-30.03874292789342;960;0;0;1;0;0;0;0;961;961;0;
28;4;0;Farroupilha;-51.2136185372287;-30.038368061923;work;-51.21585012902548;-30.042030811854293;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Farroupilha;-51.2136185372287;-30.038368061923;school;-51.2189817985786;-30.03772596097577;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Farroupilha;-51.2136185372287;-30.038368061923;marketplace;-51.217052278592085;-30.042138900687355;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Farroupilha;-51.2136185372287;-30.038368061923;pharmacy;-51.219916903996726;-30.037136978087013;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Farroupilha;-51.2136185372287;-30.038368061923;gas_station;-51.21755215891801;-30.040459019225406;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Farroupilha;-51.2136185372287;-30.038368061923;hospital;-51.21644687829513;-30.03788633487895;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Floresta;-51.2120255115732;-30.0218580655156;home;-51.20980025908387;-30.02355286488952;11591;0;0;5;0;0;0;0;11596;11596;0;
28;4;0;Floresta;-51.2120255115732;-30.0218580655156;work;-51.21013246083508;-30.021445906048026;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Floresta;-51.2120255115732;-30.0218580655156;school;-51.21509504596194;-30.024178548066054;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Floresta;-51.2120255115732;-30.0218580655156;marketplace;-51.21429100169528;-30.02460636291084;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Floresta;-51.2120255115732;-30.0218580655156;pharmacy;-51.20862060742439;-30.020206259077977;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Floresta;-51.2120255115732;-30.0218580655156;gas_station;-51.21549553891966;-30.017223803601848;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Glória;-51.1985906238754;-30.0785891096479;home;-51.19324798419065;-30.077639236186783;17064;0;0;3;0;0;0;0;17067;17067;0;
28;4;0;Glória;-51.1985906238754;-30.0785891096479;work;-51.196641802227454;-30.076389422559217;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Glória;-51.1985906238754;-30.0785891096479;school;-51.19786601881526;-30.07641216782873;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Glória;-51.1985906238754;-30.0785891096479;marketplace;-51.19636914511624;-30.080406872043046;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Glória;-51.1985906238754;-30.0785891096479;pharmacy;-51.20445351882156;-30.076625772250942;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Glória;-51.1985906238754;-30.0785891096479;gas_station;-51.200527755609045;-30.08060488392254;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Glória;-51.1985906238754;-30.0785891096479;hospital;-51.19971822092205;-30.075537612276136;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Guarujá;-51.2191885570036;-30.156853443553;home;-51.21603146703051;-30.161449181518083;4809;0;0;2;0;0;0;0;4811;4811;0;
28;4;0;Guarujá;-51.2191885570036;-30.156853443553;work;-51.22262801399667;-30.160049341865047;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Guarujá;-51.2191885570036;-30.156853443553;school;-51.22438753752036;-30.160051868253266;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Guarujá;-51.2191885570036;-30.156853443553;marketplace;-51.223222969130475;-30.159021812550403;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Guarujá;-51.2191885570036;-30.156853443553;pharmacy;-51.219694501773276;-30.152824503242275;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Guarujá;-51.2191885570036;-30.156853443553;gas_station;-51.21670052961137;-30.158073625996003;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Higienópolis;-51.1814201095827;-30.0146237279222;home;-51.178644060949075;-30.014328156411416;10721;0;0;3;0;0;0;0;10724;10724;0;
28;4;0;Higienópolis;-51.1814201095827;-30.0146237279222;work;-51.17895952647904;-30.017129645217487;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Higienópolis;-51.1814201095827;-30.0146237279222;school;-51.182806533857665;-30.01880117437501;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Higienópolis;-51.1814201095827;-30.0146237279222;marketplace;-51.176119152407004;-30.014468157920746;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Higienópolis;-51.1814201095827;-30.0146237279222;pharmacy;-51.18419438121448;-30.01318266103206;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Higienópolis;-51.1814201095827;-30.0146237279222;gas_station;-51.18272296391685;-30.01767967903229;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Hípica;-51.1761044540436;-30.1561358366347;home;-51.17931721143714;-30.15402635795097;18641;0;0;4;0;0;0;0;18645;18645;0;
28;4;0;Hípica;-51.1761044540436;-30.1561358366347;work;-51.179450040543706;-30.15663976798159;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Hípica;-51.1761044540436;-30.1561358366347;school;-51.1762040050587;-30.158442675739483;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Hípica;-51.1761044540436;-30.1561358366347;marketplace;-51.17211383149711;-30.1541939987132;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Hípica;-51.1761044540436;-30.1561358366347;pharmacy;-51.17368238379529;-30.15395350006336;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Hípica;-51.1761044540436;-30.1561358366347;gas_station;-51.17743476966326;-30.152597831607185;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Humaitá;-51.1876065448791;-29.9843768763043;home;-51.183986920129975;-29.98555723651277;11498;0;0;4;0;0;0;0;11502;11502;0;
28;4;0;Humaitá;-51.1876065448791;-29.9843768763043;work;-51.18186330449801;-29.981372193218796;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Humaitá;-51.1876065448791;-29.9843768763043;school;-51.189159465756624;-29.988467279867017;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Humaitá;-51.1876065448791;-29.9843768763043;marketplace;-51.18686739531101;-29.980658583254314;0;0;0;0;0;0;0;0;0;0;0;
28;4;0;Humaitá;-51.1876065448791;-29.9843768763043;pharmacy;-51.187455343785025;-29.98189825173377;0;0;0;0;0;0;0;0;0;0;0;
